PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
09UfY,8/1p2nppp/p1rRk3/4p3/N3P3/4P3/PP4PP/5RK1 b - - 0 21,c6d6 a4c5,677,88,97,606,endgame mate mateIn1 oneMove,https://lichess.org/XjPmbiS1/black#41,
09Ufn,4r2k/p6p/3q2p1/2b5/2Q5/PB6/1P4PP/5R1K w - - 1 31,f1d1 d6d1 b3d1 e8e1 c4f1 e1f1,908,93,94,380,backRankMate endgame fork long mate mateIn3 sacrifice,https://lichess.org/zz1SncRG#60,
09UvK,rn2k2r/pp3pp1/2p4p/2bpPq2/4n3/2PB1P2/PP4PP/RNBQ1RK1 w kq - 1 12,g1h1 e4g3 h2g3 f5h5,1573,75,94,982,kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/zGb8YSQr#22,Philidor_Defense Philidor_Defense_Other_variations
09VWh,5rk1/1Nb4p/4p1p1/3p4/8/8/5rPP/1RR4K w - - 0 32,c1c7 f2f1 b1f1 f8f1,873,144,100,12,backRankMate endgame mate mateIn2 short,https://lichess.org/uV1whmHB#62,
09ViJ,7k/1pq5/p6p/4n1b1/3N2P1/7Q/PP3R1P/1KrR4 w - - 1 26,d1c1 c7c1,456,82,94,577,mate mateIn1 middlegame oneMove,https://lichess.org/nTIekcxN#50,
09Vr1,8/4p1k1/2p3p1/3p1q2/3P1N2/1p2n3/1PP5/1KQ5 w - - 0 33,c1e3 f5c2 b1a1 c2d1 e3c1 d1c1,1378,75,86,325,endgame long mate mateIn3,https://lichess.org/PKoFnc5V#64,
09WBD,r2qk1nr/p1pb1ppp/1p2p3/n7/1QBP4/B1P1PN2/P4PPP/R3K2R b KQkq - 5 10,a5c4 b4f8,1406,81,71,43,mate mateIn1 middlegame oneMove,https://lichess.org/3kN1bPWE/black#19,Queens_Gambit_Accepted Queens_Gambit_Accepted_Old_Variation
09WQ2,2R5/5pk1/8/1pp3p1/3pQ2b/1P1P2qP/1BP2rB1/6KR w - - 3 29,c8c5 f2f1 g1f1 g3f2,1958,83,87,120,attraction mate mateIn2 middlegame pin sacrifice short,https://lichess.org/JWrw0RWl#56,
09Wvz,r5k1/1p2pp1p/3p2pP/2n5/4P3/qN3P2/2Q3P1/1KR5 b - - 0 30,c5b3 c2c8 a8c8 c1c8,1106,196,83,12,endgame master mate mateIn2 sacrifice short,https://lichess.org/vYgqm4QB/black#59,
09XDD,8/ppp5/4R1kp/6p1/6r1/2qPQ3/P5P1/7K b - - 1 36,g6h5 e3h3 g4h4 g2g4,1823,75,96,8687,endgame mate mateIn2 short,https://lichess.org/lyTiFVPp/black#71,
09XVr,r5k1/4Rp2/1qP3pp/1p1pQb2/1P1N4/6P1/r4PP1/4R1K1 w - - 5 39,d4f5 b6f2 g1h2 f2g2,973,77,91,573,mate mateIn2 middlegame short,https://lichess.org/FuSMaWeu#76,
09Xh7,B4rk1/p1p5/3bp3/5pq1/3P2n1/2P5/PPQ1Pp2/R1B1K2R w KQ - 0 20,e1f1 g4h2 h1h2 g5g1,1807,74,94,11773,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/c1NyiOGy#38,
09XkY,4r1k1/5pbp/p2p2p1/2pBqb2/4N3/1P3Q2/P1P2PPP/2R3K1 w - - 2 20,e4g5 e5e1 c1e1 e8e1,653,92,77,244,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/pVMqmrsx#38,
09Y2r,8/pQ4k1/1p2ppP1/1P2b3/P7/3B2PK/8/6q1 b - - 3 50,g7h6 b7h7 h6g5 h7h4,1300,76,71,1122,endgame mate mateIn2 short,https://lichess.org/YUBxYRbD/black#99,
09YeT,rnb1k2r/p2pppbp/6p1/qB2P3/3P4/2Q2N2/PP3PPP/R1B1K2R b KQkq - 0 10,a5b5 c3c8,401,105,91,642,hangingPiece mate mateIn1 oneMove opening,https://lichess.org/yqTtx6BP/black#19,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
09Yfv,r1bqr1k1/pp1n1p2/2pb1n1Q/3p2N1/3P4/2NB4/PPP2PPP/1R3RK1 b - - 2 14,d6f8 d3h7 f6h7 h6h7,1177,75,96,1831,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/1ZPbAbaj/black#27,French_Defense French_Defense_Knight_Variation
09YzD,5rk1/pp2R1p1/2p2n1p/2Pq3r/3P3N/6P1/PP2QP2/4R1K1 w - - 5 31,h4g6 d5h1,718,97,95,505,mate mateIn1 middlegame oneMove,https://lichess.org/A9GiyTEf#60,
09ZFu,R4b1r/2kr1pp1/Bpp1p1p1/8/1nP3P1/1P3P1P/1PK2B2/7R w - - 1 23,c2c3 d7d3,1371,78,81,145,mate mateIn1 middlegame oneMove,https://lichess.org/v1JLVMoQ#44,
09ZRi,1r1R3k/ppp3pp/2n2p2/2q5/Q1P5/8/PP3PPP/3R2K1 b - - 7 23,b8d8 d1d8 c6d8 a4e8 c5f8 e8f8,626,91,85,472,endgame fork long mate mateIn3,https://lichess.org/Yx8HTgRk/black#45,
09ZcB,6k1/p1r2pp1/4p2p/3p4/2nP4/3B1PP1/7P/1R4K1 b - - 5 38,c4d2 b1b8 c7c8 b8c8,481,84,100,489,endgame mate mateIn2 short,https://lichess.org/IDHDx1mD/black#75,
09Zd3,rRr3k1/2P2pp1/2RQ1q1p/p7/4p3/4P3/P4PPP/6K1 w - - 4 28,b8a8 f6a1 c6c1 a1c1 d6d1 c1d1,915,80,88,87,backRankMate endgame long mate mateIn3,https://lichess.org/peSUza8t#54,
09Zkv,5rr1/pp4p1/3pP1Q1/2p1qPk1/2P5/2PK4/P7/7R b - - 3 29,g5f4 h1f1,1106,77,91,660,endgame mate mateIn1 oneMove,https://lichess.org/2rePZHLn/black#57,
09aGY,5rk1/pp3ppp/2p3q1/2n1p3/2P1P3/2P2r1b/P1QN1PPK/R4R2 w - - 0 18,d2f3 g6g2,571,78,100,117,mate mateIn1 middlegame oneMove,https://lichess.org/JtOxkSSu#34,Nimzo-Indian_Defense Nimzo-Indian_Defense_Leningrad_Variation
09apn,6rk/2R3p1/3B4/p7/P3Q1nP/6Pq/5r2/4RNK1 w - - 1 39,d6e5 f2f1 e1f1 h3h2,1457,74,97,11610,master mate mateIn2 middlegame sacrifice short,https://lichess.org/8sx8tU7J#76,
09b7u,4r1k1/1pp2ppp/3p4/8/1P5n/2P1Nq2/1PKQ4/R7 b - - 3 28,e8e3 a1a8 e3e8 a8e8,915,88,93,1822,backRankMate endgame mate mateIn2 short,https://lichess.org/PizBpZgW/black#55,
09bEg,r4k1r/1b3p2/p3pq2/2Pp4/1p4Q1/6P1/PP3PP1/R3RBK1 w - - 1 28,f2f4 f6d4 e1e3 d4e3,631,78,97,1063,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/bRkzjhjF#54,
09c2M,2r2rk1/3q2p1/2p1p1p1/5pN1/1b1P1Q2/7R/1P3PPP/3R2K1 b - - 1 27,b4e7 h3h8 g8h8 f4h4 h8g8 h4h7,1518,77,88,1075,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/nohG9Cow/black#53,
09c6n,6k1/1p2bqpp/p7/6B1/P3p1n1/1PQP4/2P1N1PP/6K1 w - - 0 25,g5e7 f7f2 g1h1 f2f1 e2g1 g4f2,1649,81,88,4573,endgame fork long mate mateIn3 smotheredMate,https://lichess.org/wAybCNFA#48,
09dFg,4k3/ppq2p2/1np1pB1p/4Q2P/2P2P2/1P4r1/P7/2KR4 b - - 1 29,c7e5 d1d8,1149,80,76,119,endgame mate mateIn1 oneMove,https://lichess.org/1cTPeUxF/black#57,
09dhO,5rk1/1Q5p/p1p3p1/P1PpB3/1P1P2P1/8/5PKP/2q5 b - - 0 40,c1d2 b7g7,789,101,92,218,endgame mate mateIn1 oneMove,https://lichess.org/oju8LYtg/black#79,
09djv,8/pq1p2rk/6p1/3n1R1p/2rPQ3/B1P1P3/P4PPP/6K1 b - - 0 31,c4c3 f5h5 h7g8 e4e8,1171,75,92,2056,mate mateIn2 middlegame pin short,https://lichess.org/nuF6f6wv/black#61,
09dp1,1r4k1/6p1/p2p4/2pPp1Q1/2P1Pn1p/5B1P/P4RP1/5K2 w - - 1 30,g5h4 b8b1 f3d1 b1d1,803,79,70,174,endgame mate mateIn2 short,https://lichess.org/vH9l47ha#58,
09duo,5K2/8/4k3/8/1Q6/8/P7/5q2 w - - 3 57,f8e8 f1f7 e8d8 f7d7,868,85,94,693,endgame mate mateIn2 queenEndgame short,https://lichess.org/9NY3vr1l#112,
09eP1,7R/5p2/q2p2p1/3B2kp/4Pn2/1P3Q2/2P2PPb/5K2 w - - 7 38,d5c4 a6a1 f3d1 a1d1,1050,84,64,59,endgame fork mate mateIn2 short,https://lichess.org/nYr9UzRG#74,
09eaM,r5k1/p4pp1/7p/1pp5/3q4/3BR3/PPP4P/2K1Q2b b - - 1 26,h1d5 e3e8 a8e8 e1e8,819,89,83,158,endgame mate mateIn2 short,https://lichess.org/HsEVpDh3/black#51,
09ejH,2rq1rk1/p4pp1/1p1bpn1p/6N1/2nPN2P/P2QBP2/1P3P2/R3K2R b KQ - 2 17,c4e3 e4f6 g7f6 d3h7,1130,77,92,445,clearance kingsideAttack mate mateIn2 middlegame short,https://lichess.org/1o6KZIEq/black#33,Caro-Kann_Defense Caro-Kann_Defense_Panov_Attack
09esk,2rqr3/4pkb1/1pPpNnp1/6Bp/2P5/1P3B1P/3Q1PP1/1R4K1 b - - 0 24,f7e6 f3d5 f6d5 d2d5,1825,85,72,308,mate mateIn2 middlegame short,https://lichess.org/PqTFNruD/black#47,
09eye,1k4r1/ppp1np2/5p1p/3P2r1/P1PP4/3B1b1P/R1Q4P/4bR1K w - - 0 24,f1f3 g5g1,1094,458,-100,1,mate mateIn1 middlegame oneMove,https://lichess.org/X6njrgag#46,
09f6C,6k1/5pp1/4p2p/2R5/8/1b1B3P/5PPK/1r6 b - - 4 25,b1b2 c5c8,918,96,9,47,endgame master mate mateIn1 oneMove,https://lichess.org/nnUa3OJw/black#49,
09fGh,1Q1r2k1/r1R2ppp/3p4/n3p3/3b4/6B1/2R1BPPP/6K1 b - - 0 35,d8b8 c7c8 b8c8 c2c8,1078,77,50,59,backRankMate mate mateIn2 middlegame short,https://lichess.org/jPDWbOQR/black#69,
09gFC,6Q1/2p4r/1p1p4/1P1Pppk1/8/3P4/4KP2/7q b - - 5 67,g5f4 g8g3,832,84,95,574,endgame mate mateIn1 oneMove,https://lichess.org/Zht4NqF9/black#133,
09gK3,3r1rk1/p1Qn1ppp/1p1R4/8/8/Pq2P3/5PPP/3R2K1 w - - 2 22,d6d7 b3d1 d7d1 d8d1,1170,76,86,1403,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/eYPdsqEL#42,
09hLP,rn1qkbnr/ppp2Bpp/3p4/4Np2/4P3/2N4P/PPPP1PP1/R1BbK2R b KQkq - 1 7,e8e7 c3d5,1191,75,77,155,mate mateIn1 oneMove opening,https://lichess.org/h708gxOl/black#13,Philidor_Defense Philidor_Defense_Other_variations
09hMh,r1b4k/3n2pp/4B3/8/8/P7/5PPP/3R2K1 b - - 0 27,d7c5 d1d8,485,99,74,170,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/ECCSaN3q/black#53,
09hNa,3r2k1/p3Rp2/2pP2pK/2P5/1P4Q1/P4P2/3q3P/8 w - - 11 44,g4g5 d2h2 g5h4 h2h4,1349,82,71,65,endgame mate mateIn2 short,https://lichess.org/aHbWmSAW#86,
09hgG,k2r4/1p2R3/p4q2/2Q5/2P1K3/4N3/8/8 w - - 0 56,c5c7 d8d4,1503,86,83,537,endgame mate mateIn1 oneMove,https://lichess.org/qWJnxovr#110,
09hgr,r2qr3/ppp2ppk/2pb3p/4pN1n/4P1Q1/3P3P/PPP2PP1/R1B2RK1 b - - 6 14,h5f6 g4g7,736,84,77,89,mate mateIn1 middlegame oneMove,https://lichess.org/bmCpigh0/black#27,Four_Knights_Game Four_Knights_Game_Spanish_Variation
09hv9,2r3k1/2rq1pp1/p2p1b1p/1p1P4/4Q1b1/1P1BR3/PB3PPP/R5K1 b - - 1 22,f6b2 e4h7 g8f8 h7h8,1063,76,99,693,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Hwt6PNsG/black#43,
09iGl,2r2Q1k/1b4bp/1p2p1pQ/pP2P3/n3p3/8/N1q3PP/R4R1K b - - 0 29,g7f8 f1f8 c8f8 h6f8,843,99,93,1165,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/F3v36R6c/black#57,
09iNz,r5k1/2q3pp/p2pRr2/N2n1p2/1PB2Q2/8/2P3PP/R5K1 b - - 0 25,d5f4 e6e8,1472,87,86,1236,doubleCheck master mate mateIn1 middlegame oneMove,https://lichess.org/oIZizM4T/black#49,
09iQ0,r4rk1/pp3pbp/2np2p1/2p1p3/4PP2/2PPnNBq/PP1NB3/R3QRK1 w - - 2 15,f3g5 h3g2,1167,283,67,8,mate mateIn1 middlegame oneMove,https://lichess.org/CJtqLZwX#28,Sicilian_Defense Sicilian_Defense_Big_Clamp_Formation
09j55,4R3/p1pr1ppk/1p5p/1P4b1/q7/5Q1P/6P1/7K b - - 3 35,f7f6 f3f5 g7g6 f5d7,1209,75,95,3347,endgame fork mate mateIn2 short,https://lichess.org/Tftsu1kj/black#69,
09jJi,N1bk1b1r/1p1p1ppp/3Pp3/n1p5/2P1n3/4PN2/Pq3PPP/R2QKB1R w KQ - 0 14,a1b1 b2f2,1553,78,79,321,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/Nds3Zq3P#26,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Other_variations
09k4s,1R4k1/2r2ppp/p3p3/2n1p2b/P3P3/3BBP2/2P3PP/6K1 b - - 1 23,c7c8 b8c8,591,88,70,162,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/gh3HzloB/black#45,
09kAc,8/4Q2p/5ppk/p7/P3BP2/4n1PK/4q2P/8 w - - 9 49,e7f6 e2g4,1862,77,93,5191,endgame mate mateIn1 oneMove,https://lichess.org/xeVzc1vE#96,
09kJT,r2q1rk1/pb2bpp1/3p3p/npp1pN2/6Q1/2PP2PP/PPB4R/R1B1K3 b Q - 3 17,g8h7 g4g7,583,98,91,530,mate mateIn1 middlegame oneMove,https://lichess.org/oeLKpW2i/black#33,Bishops_Opening Bishops_Opening_Other_variations
09kPv,r4rn1/1pp3kp/p5p1/3P4/1PP1n1q1/2N5/P6P/1RQ1NR1K w - - 0 24,f1g1 e4f2,967,75,100,2679,mate mateIn1 middlegame oneMove,https://lichess.org/wNnY01K7#46,
09kRj,2k1r3/ppb2ppp/2p1r3/P7/1P3n2/2P2N2/1B3PPP/R3R1K1 w - - 2 19,f3d4 e6e1 a1e1 e8e1,703,102,86,438,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fjkwX1oj#36,Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
09kaw,r4rk1/pR3Rp1/1p3n1p/2p5/8/1Q3P2/PP4PP/2q2NK1 b - - 0 25,f8f7 b3f7 g8h8 f7g7,958,77,89,64,mate mateIn2 middlegame short,https://lichess.org/u8hA1k0g/black#49,
09kgn,r1bq1k1r/ppp2B2/3p2pp/Q5Nn/3b1P2/8/PPP3PP/RNB1R2K w - - 2 15,a5d5 h5g3 h2g3 h6g5,1874,169,26,22,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/1TbAmtLh#28,Italian_Game Italian_Game_Scotch_Gambit
09lMU,6rk/p2r1pb1/1p2pR1p/8/3P3Q/2P1P3/Pq4PP/5RK1 b - - 1 27,b2b5 f6h6 g7h6 h4h6,1364,80,48,151,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ril9uILX/black#53,
09lMz,4r1k1/pQ3p1p/8/2pNr3/4n1p1/4P3/PP3qPP/3RR2K w - - 1 23,e1f1 e4g3 h2g3 e5h5,1579,74,83,91,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/YXw6f3s8#44,
09lPv,1k1r4/ppp2p2/2p2Q2/8/4qP2/5N2/8/5R1K b - - 3 26,e4e2 f6d8,886,126,11,22,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/YuMIes29/black#51,
09lRd,4rn2/8/ppp1pB1k/5P2/2PPR3/8/P2K4/8 b - - 0 33,f8h7 e4h4,845,86,83,341,endgame mate mateIn1 oneMove,https://lichess.org/qFUMRr2S/black#65,
09lai,6k1/8/3Q3p/3p2p1/8/1P3q1K/2P3RP/8 w - - 0 30,d6g3 f3h5 g3h4 h5h4,1680,75,89,687,endgame mate mateIn2 short,https://lichess.org/Bw0IjsnW#58,
09lis,r3r3/5kbR/2p2qp1/p3n3/1p2P1n1/4B1N1/PPPQBP2/5K1R w - - 5 25,e3g5 f6f2,1176,161,87,46,mate mateIn1 middlegame oneMove,https://lichess.org/dMCLvOkk#48,
09m1d,rn1r1k2/1p3ppp/p1pq1p2/3B4/3P4/2P3P1/PP2QP1P/1K2R1NR b - - 0 16,d6d5 e2e7 f8g8 e7e8 d8e8 e1e8,995,86,92,2002,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/oMEs6j11/black#31,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
09mRO,r4r1k/p3NppQ/4n3/4R3/q7/1N4P1/P4PKP/5R2 b - - 0 28,h8h7 e5h5,546,97,92,1474,anastasiaMate master mate mateIn1 middlegame oneMove,https://lichess.org/2gpEvkMd/black#55,
09mZ8,k6R/Pp6/8/b1B2q2/3Pp3/4P3/4r3/3K4 b - - 1 44,a5d8 h8d8 f5c8 d8c8,562,100,82,612,endgame hangingPiece mate mateIn2 short,https://lichess.org/2Aoilpce/black#87,
09mbq,8/2k2p2/4p2p/3pN1p1/3P3n/2PQ1r2/q6P/4R2K w - - 0 29,e5f3 a2g2,1146,86,100,62,endgame mate mateIn1 oneMove,https://lichess.org/dhirTLPH#56,
09nQI,6k1/8/4p2p/2b1P3/1p6/5qNp/PR1Q3B/6K1 w - - 3 36,d2f2 f3g2,2038,75,94,14472,endgame mate mateIn1 oneMove pin,https://lichess.org/DsZLWBKA#70,
09nV9,r4rk1/pp5p/4p1p1/3b2N1/P2q1P2/6PQ/5R1P/2R3K1 b - - 10 30,a8e8 h3h7,816,76,61,157,mate mateIn1 middlegame oneMove,https://lichess.org/6T5ifgQh/black#59,
09nYt,2r3k1/pp6/3p2pp/3P1q2/7n/2B5/PP3P1P/3Q1R1K w - - 3 25,d1d4 f5f3 h1g1 f3g2,1300,212,-5,4,endgame mate mateIn2 short,https://lichess.org/SALvIQJf#48,
09nfc,r1bq2k1/pppn2p1/4p1Qp/4P1b1/3P4/2PB4/P1P3PP/5RK1 b - - 0 15,d7f8 g6f7 g8h8 f7f8 d8f8 f1f8,1913,75,95,5668,deflection kingsideAttack long mate mateIn3 middlegame,https://lichess.org/d65b5kxY/black#29,Rat_Defense Rat_Defense_Antal_Defense
09nkD,1n1q1rk1/1b2bpp1/2p1pN1p/4P3/1p1P4/3Q1N2/1PB2PPP/5RK1 b - - 5 18,e7f6 d3h7,1026,218,54,18,mate mateIn1 middlegame oneMove,https://lichess.org/jnw9HOvx/black#35,Semi-Slav_Defense Semi-Slav_Defense_Accelerated_Move_Order
09p8L,8/R7/5p2/P5p1/4r3/4r1k1/6P1/3R2K1 w - - 16 42,a7f7 e3e1 d1e1 e4e1,487,82,100,633,endgame mate mateIn2 rookEndgame short,https://lichess.org/R8ECSwRC#82,
09pJk,4r1k1/pp3p1p/5Q2/7q/5R2/2P5/PP3PP1/6K1 w - - 9 36,g2g4 e8e1 g1g2 h5h1 g2g3 e1g1,1177,79,93,1167,endgame long mate mateIn3,https://lichess.org/nvf4IZOH#70,
09puA,8/B6p/3k2p1/2R2p2/P2P4/7b/r4P1P/6K1 w - - 3 33,a4a5 a2a1 c5c1 a1c1,594,108,67,354,endgame mate mateIn2 short,https://lichess.org/CETzQCfA#64,
09q0H,5k2/Q7/1p1bp1r1/2p2pp1/2P1bq1p/P3N2P/1P2BPP1/3R2K1 w - - 2 28,a7d7 f4h2 g1f1 h2h1,946,84,93,368,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/kBIRAzi1#54,
09qfQ,5r1k/PQN2q2/3p3p/4pn2/8/2PP4/5bPp/R4R1K w - - 0 33,f1f2 f5g3 h1h2 f7h5 h2g1 h5h1,2227,82,87,180,long mate mateIn3 middlegame,https://lichess.org/mF8q7PVi#64,
09r4E,2rR2k1/5pp1/2r1b2p/1p6/8/2p3BP/1P3PP1/1B1R2K1 b - - 1 27,c8d8 d1d8,600,97,78,341,endgame mate mateIn1 oneMove,https://lichess.org/f6eo63sI/black#53,
09rCC,8/8/8/8/8/6KQ/5p2/6k1 b - - 25 67,f2f1q h3h2,1103,76,71,143,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/nstmr6IK/black#133,
09rG0,r4rkR/2qb2p1/p1n1pp2/1pPp2N1/1P6/1NP1P1P1/P4PP1/R2QK3 b Q - 1 16,g8h8 d1h5 h8g8 h5h7,866,78,86,251,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/TbsNZLjg/black#31,Queens_Pawn_Game Queens_Pawn_Game_London_System
09rKQ,5r1k/p1p4p/1p2Q3/3pP3/3Pp3/1NP1n1qP/PP2R1P1/6K1 w - - 1 28,e6e7 f8f1,941,75,97,2676,endgame mate mateIn1 oneMove,https://lichess.org/QkyHFulq#54,
09rQp,3r4/5p2/2k1p2p/6r1/4PQ2/5P2/2q3PP/RR5K w - - 2 31,b1c1 d8d1 c1d1 c2g2,1286,75,97,17144,endgame mate mateIn2 sacrifice short,https://lichess.org/uhSlFMZu#60,
09rZJ,r1bq1Q1k/pppp2pp/8/4p3/3n4/3P3P/PPP4P/RN3RK1 b - - 6 15,d8f8 f1f8,586,98,75,319,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/0HzU5M5C/black#29,Russian_Game Russian_Game_Italian_Variation
09rxF,6k1/6pp/p1p2pq1/Pp1p4/3P4/3N1PP1/1P4P1/4Q1K1 b - - 0 33,g6d3 e1e8,475,101,82,302,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/lAwKN30k/black#65,
09sGW,r2r3k/pbp2ppp/1p3b2/1P1qp3/Q2PN3/2B5/P4PPP/R3R1K1 w - - 3 20,e4f6 d5g2,491,92,96,252,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/F45jwbkG#38,
09skQ,2r3k1/p4ppp/1p2pq2/3Q4/3P4/2P4P/PP2RPP1/4R1K1 b - - 0 28,e6d5 e2e8 c8e8 e1e8,601,103,67,244,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/mzy4W1tY/black#55,
09skX,r2qkb1r/ppp2ppp/2n2n2/8/2BP2b1/1QN2N2/PP3PPP/R1B1K2R b KQkq - 6 9,g4f3 c4f7 e8d7 b3e6,1126,77,86,914,attackingF2F7 master mate mateIn2 opening short,https://lichess.org/e7NaJb8e/black#17,French_Defense French_Defense_Steiner_Variation
09t9E,8/5k2/4pb2/5P2/2Br2K1/1P2R3/8/8 w - - 1 44,g4h5 d4h4,661,102,97,579,endgame mate mateIn1 oneMove,https://lichess.org/CybliMf6#86,
09tN6,5rk1/bp3rpp/8/p1pQ4/3P4/P3R1NP/1q4P1/5R1K b - - 1 34,b2d4 d5f7 f8f7 e3e8 f7f8 f1f8,1443,76,96,19456,long mate mateIn3 middlegame sacrifice,https://lichess.org/0XUqSjpj/black#67,
09tTn,r7/1p4R1/1Bnk3p/3p1B2/Pb5P/3P1b2/4rP2/1KR5 b - - 0 27,a8a4 b6c7,1856,83,81,1324,mate mateIn1 middlegame oneMove,https://lichess.org/irjSGGmA/black#53,
09tah,6r1/5b1R/1pn5/3p1p2/3P1k2/2PB1N2/5K2/8 b - - 5 38,f7g6 h7h4,864,84,96,1540,endgame master mate mateIn1 oneMove,https://lichess.org/w55B5ero/black#75,
09tf4,4r1k1/Q4pp1/1p5p/2p5/4q3/4P1R1/Pr4PP/5RK1 b - - 1 31,b2b1 a7f7 g8h8 f7g7,1177,76,80,381,endgame mate mateIn2 short,https://lichess.org/umn3GPzC/black#61,
09uWW,8/1pR5/p4k2/8/7r/2NB2p1/PPP3P1/4r1K1 w - - 1 29,d3f1 h4h1 g1h1 e1f1,1374,74,91,4603,attraction deflection endgame mate mateIn2 sacrifice short,https://lichess.org/B5thutE5#56,
09usI,5qk1/1b3p2/pp1p1Br1/3PnN1p/PP2Q1pP/6P1/2B2RK1/8 b - - 0 33,g6f6 f5e7 f8e7 e4h7 g8f8 h7h8,1459,74,95,3230,clearance kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/a46bAk6h/black#65,
09uv9,7k/1pQ1R1p1/1p4r1/6q1/7p/1PP2r1P/P5P1/6RK w - - 0 34,c7b7 f3h3 g2h3 g5g1,1199,75,88,479,endgame mate mateIn2 short,https://lichess.org/wEDXv5Tn#66,
09v4C,6k1/R7/P1p4r/3p1r2/3Pn3/6p1/1PPN2P1/R3B1K1 w - - 1 26,d2e4 h6h1 g1h1 f5f1,1793,111,75,44,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/JNvXekho#50,
09v50,3r3k/6R1/p4P1p/2q1p2P/1pp5/5Q2/PPP5/2K5 w - - 1 33,f3f5 c5e3 c1b1 e3e1,1591,86,55,480,backRankMate endgame mate mateIn2 short,https://lichess.org/yXEc20Yv#64,
09v9A,rn3rk1/ppp2p1p/3p1qNQ/8/4n3/6R1/PPP3P1/2K2BN1 b - - 0 17,e4g3 h6f8,1228,191,50,29,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/mbzChkuO/black#33,Modern_Defense Modern_Defense_Standard_Defense
09vGp,4Q3/8/pk4p1/1p5p/2p1Pb2/2P2B1P/PP6/K4q2 w - - 5 43,f3d1 f1d1,806,105,79,55,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/jKkR10uP#84,
09vaO,3r2k1/7B/3q3Q/8/4p3/P1p3PP/5P1K/4r3 b - - 2 44,g8h8 h7g6 h8g8 h6h7 g8f8 h7f7,1480,75,98,13123,discoveredAttack endgame exposedKing long mate mateIn3,https://lichess.org/wXzPNfwB/black#87,
09vvQ,1kn2rr1/1b1R4/p7/1pQ5/4Pq2/5P2/PPP3PP/3R2K1 b - - 2 28,f4f3 c5c7 b8a7 c7b7,1601,118,88,39,mate mateIn2 middlegame queensideAttack short,https://lichess.org/iK2cyf0V/black#55,
09vvv,5r1k/7p/3pQ1p1/1p2b3/1P3r2/7P/6P1/1R2Rq1K w - - 1 32,e1f1 f4f1 b1f1 f8f1,635,98,79,191,endgame mate mateIn2 short,https://lichess.org/euS19JDc#62,
09w07,4r3/p1pk1p1Q/1p2r1p1/3p4/8/7R/P1P2PPP/5qK1 w - - 0 26,g1f1 e6e1,446,96,63,108,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/Zd576Kll#50,
09wKt,2k3r1/ppp2p2/2b1p2p/2P5/5P2/Pq3N1P/3Q2BK/R5R1 w - - 0 29,f3e5 b3g3 h2h1 g3h3,1654,157,50,19,deflection mate mateIn2 middlegame pin short,https://lichess.org/kdsoj1EZ#56,
09wUs,5r1k/p1qN2pp/1pP2b2/nP1p1p2/3P2n1/P3P3/4N1PP/R2Q1RK1 w - - 2 22,d7f8 c7h2,1195,100,70,102,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/zOrOOrtz#42,
